name,edition,proddate,idno,cntry,c2weight,mode,w4q1,w4q2,w4q3,w4q4,w4q5,w4q6,w4q7,w4q8,w4q9,w4q10,w4q11,w4q12,w4q13,w4q14,w4q15,w4q16,w4q17,w4q18,w4q19,w4q20,w4q21,w4q22,w4q23,w4q24,w4q25,w4q26,w4q27,w4q28,w4q29,w4q30,w4q31,w4q32,w4q33,w4q34,w4q35,w4q36,w4q37,w4q38,w4q39,w4q40,w4q41,w4q42,w4q43,w4q44,w4q45,w4q46,w4q47,w4q48,w4q49,w4q50,w4q51,w4q52,w4q53,w4q54,w4q55,w4q56,w4q57,w4q57_0,w4q58,w4q59,w4q60,w4q61,w4q62,w4q63,w4q64,w4q65,w4q66,w4q67,w4q68,w4q69,w4q70,w4q71,w4q72,w4q73,survlng,inwds,inwde,w4ininwe,w4sdinwe,w4fdinwe,w4poinwe,w4teinwe,w4mhinwe,w4itinwe,w4htinwe,w4indur,w4sddur,w4fddur,w4podur,w4tedur,w4mhdur,w4intsdur,w4htdur,intdur,lastansw,surveycomp,fdwrkinc,uagent,device,familydiversity4_do_t2,familydiversity2_do_w4q18,familydiversity2_do_w4q19,familydiversity3_do_w4q20,familydiversity3_do_w4q21,familydiversity3_do_w4q22,familydiversity4_do_w4q23,familydiversity4_do_w4q24,familydiversity5_do_w4q25,familydiversity5_do_w4q26,familydiversity6_do_w4q27,familydiversity6_do_w4q28,institutionaltrustworthiness2_do_w4q66,institutionaltrustworthiness2_do_w4q67,institutionaltrustworthiness2_do_w4q68,institutionaltrustworthiness2_do_w4q69,institutionaltrustworthiness2_do_w4q70,institutionaltrustworthiness2_do_w4q71,institutionaltrustworthiness2_do_w4q72,institutionaltrustworthiness2_do_w4q73,gndr,agea,eduyrs,eisced,netusoft,mnactic,hincfel,hinctnta,region,gndr_lab,mode_lab,age_group,trust_index
CRON2W4e01,1,28.03.2024,19705,BE,1.1470197,1,4,4,1,3,2,4,2,4,4,3,1,3,5,5,4,3,3,3,3,3,3,3,1,1,1,1,2,2,3,1,66,4,7,3,2,2,1,4,2,3,2,3,2,4,2,8,3,2,2,2,1,3,2,1,2,1,3,2,1,3,1,8,8,6,4,4,2,1,2,10,5,8,NA,5,FRE,2022-11-23T17:36:18Z,2022-12-01T14:05:50Z,2022-11-23T17:36:22Z,2022-12-01T13:43:13Z,2022-12-01T13:47:17Z,2022-12-01T13:49:53Z,2022-12-01T13:56:52Z,2022-12-01T14:01:33Z,2022-12-01T14:05:38Z,2022-12-01T14:05:50Z,4,677211,244,156,419,281,245,12,678572,w4q73,100,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",2,1,2,1,2,1,3,2,3,1,2,1,2,8,6,2,7,3,4,1,5,1,36,27,7,5,1,1,7,BE33,Hombre,F2F (presencial),30–44,5.25
CRON2W4e01,1,28.03.2024,19708,BE,1.4765922,1,4,4,3,3,4,5,3,4,4,3,1,3,4,4,4,3,3,3,3,3,3,3,1,1,1,1,2,2,3,1,66,3,5,3,3,4,3,2,3,2,3,3,5,5,5,5,2,3,1,2,2,3,2,1,2,1,NA,1,1,1,1,3,5,3,5,5,5,5,5,5,5,5,5,5,FRE,2022-11-28T16:54:00Z,2022-11-28T17:08:57Z,2022-11-28T16:54:02Z,2022-11-28T16:58:17Z,2022-11-28T17:00:29Z,2022-11-28T17:02:27Z,2022-11-28T17:03:22Z,2022-11-28T17:05:18Z,2022-11-28T17:08:54Z,2022-11-28T17:08:57Z,2,255,132,118,55,116,216,3,897,w4q73,98.630135,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2,1,1,2,1,2,3,2,3,1,2,1,2,3,1,5,8,4,7,6,2,1,19,15,2,5,9,3,5,BE31,Hombre,F2F (presencial),18–29,4.6923076923076925
CRON2W4e01,1,28.03.2024,19713,BE,0.92062354,1,4,4,3,3,4,5,4,4,5,5,4,4,5,5,5,3,3,3,3,3,3,3,1,1,1,1,3,3,2,2,1,3,5,4,4,4,3,4,3,2,2,2,6,5,5,5,2,3,3,2,1,2,2,2,2,2,4,2,2,2,2,6,5,3,3,7,5,5,3,4,4,5,3,5,FRE,2022-11-28T04:46:11Z,2022-11-28T05:07:38Z,2022-11-28T04:46:21Z,2022-11-28T04:49:37Z,2022-11-28T04:54:34Z,2022-11-28T04:57:50Z,2022-11-28T04:59:36Z,2022-11-28T05:03:28Z,2022-11-28T05:07:35Z,2022-11-28T05:07:38Z,10,196,297,196,106,232,247,3,1287,w4q73,100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/107.0.5304.101 Mobile/15E148 Safari/604.1",1,1,1,2,1,2,3,3,2,2,1,1,2,2,6,8,7,4,5,1,3,1,45,13,2,4,1,3,5,BE35,Hombre,F2F (presencial),45–64,4.461538461538462
CRON2W4e01,1,28.03.2024,19757,BE,0.7952177,1,4,4,3,3,4,4,2,4,4,4,2,4,4,4,4,4,4,NA,NA,2,2,3,1,1,1,1,3,3,3,1,66,4,7,5,4,4,3,2,4,4,4,5,8,5,7,6,1,2,1,4,1,3,1,2,1,1,1,1,1,1,1,7,7,7,8,7,6,7,NA,7,6,7,7,7,DUT,2022-11-23T13:33:41Z,2022-11-23T13:57:26Z,2022-11-23T13:38:38Z,2022-11-23T13:41:45Z,2022-11-23T13:46:02Z,2022-11-23T13:48:41Z,2022-11-23T13:51:27Z,2022-11-23T13:53:48Z,2022-11-23T13:57:11Z,2022-11-23T13:57:26Z,297,187,257,159,166,141,203,15,1425,w4q73,97.26028,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2,1,2,1,2,1,3,3,2,1,2,1,2,3,7,8,1,4,6,2,5,2,75,12,4,4,6,1,5,BE24,Mujer,F2F (presencial),65+,6.916666666666667
CRON2W4e01,1,28.03.2024,19797,BE,0.7991134,1,5,5,3,3,4,5,4,5,5,5,4,5,4,5,4,3,3,2,2,2,2,3,1,1,2,2,4,4,3,1,66,3,6,3,3,4,4,4,4,4,4,5,5,5,5,5,1,1,1,3,1,3,1,2,2,1,2,1,1,2,1,6,6,6,2,1,8,6,8,8,5,5,2,6,FRE,2022-11-28T16:03:29Z,2022-11-28T16:33:14Z,2022-11-28T16:03:46Z,2022-11-28T16:09:11Z,2022-11-28T16:15:57Z,2022-11-28T16:21:00Z,2022-11-28T16:23:27Z,2022-11-28T16:29:34Z,2022-11-28T16:32:56Z,2022-11-28T16:33:14Z,17,325,406,303,147,367,202,18,1785,w4q73,100,1,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-T590) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Safari/537.36",3,1,2,1,2,1,3,2,3,2,1,2,1,4,8,7,5,2,3,1,6,1,70,12,4,4,6,3,4,BE33,Hombre,F2F (presencial),65+,5.3076923076923075
CRON2W4e01,1,28.03.2024,19892,BE,0.5682055,1,4,4,3,4,5,5,3,4,5,4,2,4,4,4,3,2,2,3,3,3,3,3,1,1,1,1,3,3,2,1,66,4,5,3,2,2,2,2,3,4,4,3,1,5,1,5,1,1,3,4,1,3,2,1,2,1,2,2,2,2,1,8,NA,7,4,3,7,6,8,7,5,5,8,7,DUT,2022-11-23T15:07:04Z,2022-11-23T15:21:43Z,2022-11-23T15:07:43Z,2022-11-23T15:10:20Z,2022-11-23T15:13:58Z,2022-11-23T15:15:40Z,2022-11-23T15:16:49Z,2022-11-23T15:18:37Z,2022-11-23T15:21:29Z,2022-11-23T15:21:43Z,39,157,218,102,69,108,172,14,879,w4q73,100,1,"Mozilla/5.0 (iPad; CPU OS 12_5_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1",3,1,2,1,2,1,3,3,2,1,2,2,1,4,8,5,7,3,2,1,6,2,58,14,6,5,1,1,10,BE25,Mujer,F2F (presencial),45–64,6.25
CRON2W4e01,1,28.03.2024,19950,BE,1.8895986,1,1,2,5,3,4,4,5,2,3,1,3,5,3,2,1,4,4,4,2,3,2,2,1,1,2,1,2,1,2,1,66,1,5,4,3,3,3,4,2,2,4,5,6,7,10,3,3,4,NA,4,4,2,3,3,3,3,4,4,2,3,2,7,7,6,2,7,7,4,8,7,8,2,3,3,DUT,2022-12-01T20:52:36Z,2022-12-01T20:56:48Z,2022-12-01T20:52:37Z,2022-12-01T20:53:24Z,2022-12-01T20:54:17Z,2022-12-01T20:55:33Z,2022-12-01T20:55:46Z,2022-12-01T20:56:13Z,2022-12-01T20:56:47Z,2022-12-01T20:56:48Z,1,47,53,76,13,27,34,1,252,w4q73,98.630135,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",1,1,1,2,2,1,3,2,3,2,1,2,1,7,1,4,2,3,8,6,5,1,28,12,2,5,1,1,5,BE21,Hombre,F2F (presencial),18–29,5.461538461538462
CRON2W4e01,1,28.03.2024,19980,BE,0.4510805,1,4,3,3,4,4,4,2,3,4,4,2,4,3,3,4,2,2,2,3,3,2,3,2,2,1,1,3,3,3,1,66,4,8,4,2,3,2,3,2,4,4,3,7,7,4,6,1,1,2,4,1,4,1,1,1,1,1,1,1,1,1,7,8,5,4,4,4,99,7,5,8,7,7,8,DUT,2022-12-07T14:30:52Z,2022-12-07T17:12:33Z,2022-12-07T14:31:10Z,2022-12-07T14:35:24Z,2022-12-07T14:39:16Z,2022-12-07T14:41:24Z,2022-12-07T14:43:15Z,2022-12-07T14:45:32Z,2022-12-07T17:12:19Z,2022-12-07T17:12:33Z,18,254,232,128,111,137,8807,14,9701,w4q73,98.630135,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36 Edg/108.0.1462.42",2,1,2,1,1,2,3,3,2,1,2,1,2,8,7,3,2,5,1,4,6,1,67,20,7,5,6,1,5,BE25,Hombre,F2F (presencial),65+,13.307692307692308
CRON2W4e01,1,28.03.2024,20030,BE,0.7253069,1,4,4,2,3,4,4,3,4,5,4,3,4,5,4,4,3,3,3,3,3,3,3,1,1,1,1,3,3,3,1,66,4,7,4,3,4,3,3,3,3,3,3,6,6,6,6,1,1,2,3,1,3,1,1,1,1,2,2,1,2,1,7,7,7,6,6,7,7,8,7,5,7,7,7,FRE,2022-11-28T11:01:34Z,2022-11-28T11:22:48Z,2022-11-28T11:01:49Z,2022-11-28T11:05:05Z,2022-11-28T11:09:19Z,2022-11-28T11:12:35Z,2022-11-28T11:14:49Z,2022-11-28T11:18:04Z,2022-11-28T11:22:25Z,2022-11-28T11:22:48Z,15,196,254,196,134,195,261,23,1274,w4q73,100,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15",2,1,1,2,2,1,3,2,3,1,2,2,1,5,3,2,4,8,1,7,6,2,66,12,4,2,8,2,6,BE33,Mujer,F2F (presencial),65+,6.769230769230769
CRON2W4e01,1,28.03.2024,20086,BE,0.73208606,1,4,4,1,2,4,5,2,4,4,4,1,4,4,4,3,2,1,2,2,2,2,3,1,1,1,1,2,2,3,1,66,4,7,5,4,4,4,4,4,4,3,4,3,5,3,2,1,1,1,3,1,2,1,2,1,1,1,1,1,1,1,2,3,3,8,NA,6,5,8,4,3,3,0,3,DUT,2022-11-25T16:26:05Z,2022-11-25T16:45:28Z,2022-11-25T16:26:24Z,2022-11-25T16:29:08Z,2022-11-25T16:35:01Z,2022-11-25T16:37:10Z,2022-11-25T16:39:13Z,2022-11-25T16:41:31Z,2022-11-25T16:45:13Z,2022-11-25T16:45:28Z,19,164,353,129,123,138,222,15,1163,w4q73,100,1,"Mozilla/5.0 (Linux; Android 11; CPH2069) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,1,2,1,2,1,3,2,3,2,1,2,1,6,1,5,2,4,8,7,3,1,74,12,4,5,6,1,6,BE21,Hombre,F2F (presencial),65+,4
CRON2W4e01,1,28.03.2024,20098,BE,1.1158953,1,4,3,2,3,4,4,2,4,4,4,1,4,4,4,3,3,3,3,3,3,3,3,1,1,1,1,3,3,1,1,66,4,7,4,3,4,3,2,4,3,4,4,3,5,6,4,1,2,1,3,2,3,1,2,2,2,3,2,2,2,1,7,7,6,6,6,3,4,4,5,4,4,4,7,DUT,2022-12-01T10:01:18Z,2022-12-01T10:18:53Z,2022-12-01T10:01:29Z,2022-12-01T10:04:12Z,2022-12-01T10:08:20Z,2022-12-01T10:10:52Z,2022-12-01T10:12:45Z,2022-12-01T10:15:20Z,2022-12-01T10:18:40Z,2022-12-01T10:18:53Z,11,163,248,152,113,155,200,13,1055,w4q73,100,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,2,1,1,2,1,2,3,3,2,1,2,2,1,7,4,1,2,6,8,5,3,1,67,14,4,5,6,3,3,BE21,Hombre,F2F (presencial),65+,5.153846153846154
CRON2W4e01,1,28.03.2024,20106,BE,0.9845558,1,4,4,1,4,4,5,4,4,5,4,4,4,5,5,5,2,2,3,3,3,3,3,1,1,2,2,3,3,3,1,66,3,10,3,2,3,3,3,2,3,1,3,0,3,2,5,2,2,2,2,1,3,2,1,2,2,3,2,1,2,1,5,5,5,5,5,5,5,7,8,5,5,8,8,FRE,2022-11-30T13:12:58Z,2022-11-30T13:26:51Z,2022-11-30T13:14:49Z,2022-11-30T13:18:13Z,2022-11-30T13:20:32Z,2022-11-30T13:22:10Z,2022-11-30T13:23:27Z,2022-11-30T13:24:48Z,2022-11-30T13:26:35Z,2022-11-30T13:26:51Z,111,204,139,98,77,81,107,16,833,w4q73,100,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:107.0) Gecko/20100101 Firefox/107.0,2,1,1,2,1,2,3,2,3,1,2,2,1,6,4,5,7,3,2,8,1,2,49,18,7,5,1,2,77,BE33,Mujer,F2F (presencial),45–64,5.846153846153846
CRON2W4e01,1,28.03.2024,20113,BE,1.1130689,1,5,5,1,3,5,5,4,5,5,3,1,5,5,5,5,3,3,3,3,5,5,3,1,1,1,1,3,3,3,1,66,3,8,1,2,2,2,1,1,4,1,5,6,5,5,6,1,1,1,3,1,3,1,1,1,1,1,1,1,1,1,8,8,8,1,0,7,4,10,8,6,5,10,NA,FRE,2022-11-23T14:17:58Z,2022-11-23T14:30:40Z,2022-11-23T14:18:01Z,2022-11-23T14:20:12Z,2022-11-23T14:23:19Z,2022-11-23T14:24:55Z,2022-11-23T14:26:42Z,2022-11-23T14:28:16Z,2022-11-23T14:30:20Z,2022-11-23T14:30:40Z,3,131,187,96,107,94,124,20,762,w4q73,100,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15",2,1,2,1,2,1,3,2,3,2,1,2,1,5,1,2,8,4,3,7,6,1,36,17,7,5,1,1,9,BE33,Hombre,F2F (presencial),30–44,6.25
CRON2W4e01,1,28.03.2024,20115,BE,1.0943788,1,4,4,2,1,4,4,2,4,4,4,3,4,4,4,4,3,3,3,3,3,3,3,1,1,1,1,4,4,1,1,66,5,5,5,5,5,5,3,5,2,3,3,5,5,5,5,2,1,2,2,1,1,1,2,4,4,4,4,2,2,1,5,4,0,NA,7,4,3,8,5,5,8,5,7,DUT,2022-11-23T13:57:17Z,2022-11-23T14:10:17Z,2022-11-23T13:57:20Z,2022-11-23T13:58:26Z,2022-11-23T14:00:38Z,2022-11-23T14:01:36Z,2022-11-23T14:02:32Z,2022-11-23T14:07:40Z,2022-11-23T14:09:57Z,2022-11-23T14:10:17Z,3,66,132,58,56,308,137,20,780,w4q73,100,1,"Mozilla/5.0 (Linux; Android 12; SM-A725F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,1,1,2,1,2,3,3,2,1,2,1,2,1,7,4,2,6,5,8,3,2,44,12,5,4,1,3,88,BE22,Mujer,F2F (presencial),30–44,5.083333333333333
CRON2W4e01,1,28.03.2024,20162,BE,0.7913318,2,3,3,1,2,3,4,2,4,5,4,2,4,5,4,4,2,2,2,2,3,3,3,2,2,1,1,4,4,1,1,66,4,5,4,3,4,3,2,3,2,4,4,5,5,2,5,1,2,3,2,1,3,2,2,2,2,2,2,1,2,1,7,6,2,5,5,3,4,7,5,3,4,4,5,FRE,2022-11-25T09:41:12Z,2022-11-25T09:55:12Z,2022-11-25T09:41:21Z,2022-11-25T09:43:14Z,2022-11-25T09:46:45Z,2022-11-25T09:48:15Z,2022-11-25T09:51:05Z,2022-11-25T09:53:00Z,2022-11-25T09:55:05Z,2022-11-25T09:55:12Z,9,113,211,90,170,115,125,7,840,w4q73,100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",1,1,2,1,1,2,3,3,2,1,2,1,2,2,8,5,3,7,6,1,4,2,51,17,7,5,1,2,7,BE10,Mujer,CATI (teléfono),45–64,4.615384615384615
CRON2W4e01,1,28.03.2024,20203,BE,1.769615,1,3,4,2,4,5,3,3,2,3,3,3,1,2,2,2,4,3,2,2,3,3,1,1,1,1,1,2,2,1,2,5,2,10,3,3,3,2,3,3,4,4,3,6,5,5,7,2,3,3,2,2,2,2,2,2,2,3,2,2,2,2,10,7,7,4,6,6,5,6,7,8,8,6,6,FRE,2022-11-24T15:50:49Z,2022-11-24T15:54:14Z,2022-11-24T15:50:52Z,2022-11-24T15:51:20Z,2022-11-24T15:52:16Z,2022-11-24T15:52:40Z,2022-11-24T15:52:51Z,2022-11-24T15:53:42Z,2022-11-24T15:54:09Z,2022-11-24T15:54:14Z,3,28,56,24,11,51,27,5,205,w4q73,100,1,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G960F/G960FXXUHFVG4) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36",1,1,1,2,1,2,3,3,2,1,2,1,2,1,5,4,8,7,6,2,3,2,57,12,2,5,5,4,2,BE32,Mujer,F2F (presencial),45–64,6.615384615384615
CRON2W4e01,1,28.03.2024,20215,BE,0.47952765,1,4,4,1,3,5,5,1,4,5,4,1,3,4,5,4,3,3,2,2,3,3,3,2,2,1,1,3,3,3,1,66,5,5,5,4,5,5,1,5,1,5,5,0,2,0,5,2,2,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,10,NA,2,0,1,0,0,2,0,5,DUT,2022-11-28T09:38:18Z,2022-11-28T09:53:14Z,2022-11-28T09:38:28Z,2022-11-28T09:42:43Z,2022-11-28T09:45:22Z,2022-11-28T09:47:51Z,2022-11-28T09:48:58Z,2022-11-28T09:50:43Z,2022-11-28T09:53:06Z,2022-11-28T09:53:14Z,10,255,159,149,67,105,143,8,896,w4q73,100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2,1,1,2,2,1,3,3,2,2,1,2,1,4,7,6,2,8,3,1,5,1,70,16,7,5,6,2,5,BE23,Hombre,F2F (presencial),65+,2.1666666666666665
CRON2W4e01,1,28.03.2024,20230,BE,0.41689712,1,4,4,2,2,4,4,2,4,4,4,3,3,4,4,4,3,3,2,2,3,3,3,1,1,1,1,4,4,1,1,66,1,5,5,4,4,3,3,3,3,4,3,5,5,5,5,1,2,2,3,1,3,2,2,2,1,2,2,1,2,2,5,5,0,8,5,5,1,NA,5,5,5,5,5,DUT,2022-11-23T16:26:27Z,2022-11-23T16:36:36Z,2022-11-23T16:26:46Z,2022-11-23T16:28:44Z,2022-11-23T16:30:45Z,2022-11-23T16:31:55Z,2022-11-23T16:32:48Z,2022-11-23T16:34:22Z,2022-11-23T16:36:33Z,2022-11-23T16:36:36Z,19,118,121,70,53,94,131,3,609,w4q73,100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36",2,1,2,1,1,2,3,2,3,2,1,2,1,8,7,3,2,4,6,1,5,1,65,21,6,5,6,2,7,BE23,Hombre,F2F (presencial),65+,4.5
CRON2W4e01,1,28.03.2024,20241,BE,1.0767115,1,4,4,1,3,5,5,3,5,5,4,1,4,4,4,4,2,2,3,3,3,3,3,1,1,1,1,3,3,3,1,66,4,5,4,4,3,3,3,3,4,3,4,3,2,2,5,1,2,2,4,2,3,1,3,2,1,3,2,1,2,1,5,5,4,5,5,3,5,4,5,4,7,6,5,DUT,2022-12-08T13:12:06Z,2022-12-08T13:24:20Z,2022-12-08T13:12:10Z,2022-12-08T13:13:49Z,2022-12-08T13:17:05Z,2022-12-08T13:18:44Z,2022-12-08T13:20:25Z,2022-12-08T13:22:07Z,2022-12-08T13:24:14Z,2022-12-08T13:24:20Z,4,99,196,99,101,102,127,6,734,w4q73,100,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",2,1,2,1,1,2,3,2,3,2,1,2,1,3,2,8,5,6,4,7,1,2,21,16,4,5,2,1,88,BE23,Mujer,F2F (presencial),18–29,4.846153846153846
CRON2W4e01,1,28.03.2024,20257,BE,1.1994078,1,5,4,3,4,5,5,3,5,5,5,2,4,5,5,4,2,2,2,2,3,3,3,1,1,1,1,3,3,3,1,66,4,4,5,2,4,2,2,2,3,NA,2,5,5,3,8,2,2,1,2,3,2,3,2,3,2,3,3,1,2,2,8,8,7,4,6,4,4,8,NA,3,6,3,8,FRE,2022-11-29T17:25:31Z,2022-11-29T17:47:56Z,2022-11-29T17:25:41Z,2022-11-29T17:28:30Z,2022-11-29T17:32:56Z,2022-11-29T17:36:26Z,2022-11-29T17:39:54Z,2022-11-29T17:42:40Z,2022-11-29T17:47:32Z,2022-11-29T17:47:56Z,10,169,266,210,208,166,292,24,1345,w4q73,98.630135,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",2,1,1,2,1,2,3,2,3,2,1,2,1,7,2,6,8,3,5,4,1,1,20,16,4,5,2,1,88,BE33,Hombre,F2F (presencial),18–29,5.75
CRON2W4e01,1,28.03.2024,20275,BE,0.62537557,1,5,5,3,5,5,5,3,5,5,4,3,5,5,4,5,3,3,3,3,3,3,3,1,1,1,1,2,2,3,1,66,4,4,3,2,4,3,2,4,2,4,2,5,0,2,6,2,2,1,2,1,2,2,2,3,3,3,3,2,3,2,5,4,4,7,7,4,3,3,3,2,4,2,5,DUT,2022-11-30T17:10:25Z,2022-11-30T17:22:14Z,2022-11-30T17:10:38Z,2022-11-30T17:12:28Z,2022-11-30T17:15:27Z,2022-11-30T17:17:02Z,2022-11-30T17:18:23Z,2022-11-30T17:20:08Z,2022-11-30T17:22:08Z,2022-11-30T17:22:14Z,13,110,179,95,81,105,120,6,709,w4q73,100,1,"Mozilla/5.0 (Linux; Android 11; M2102J20SG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,1,2,1,1,2,3,2,3,2,1,2,1,6,8,1,2,7,4,3,5,2,46,20,7,5,1,1,9,BE21,Mujer,F2F (presencial),45–64,4.076923076923077
CRON2W4e01,1,28.03.2024,20308,BE,1.3066654,1,4,4,4,1,4,4,2,5,5,4,5,5,4,3,4,1,2,2,2,1,1,3,1,2,2,2,4,4,1,1,66,4,5,4,3,3,2,1,3,3,2,4,3,3,7,5,2,3,2,2,1,2,2,2,2,1,2,3,1,2,1,6,7,5,6,6,6,7,8,8,6,6,6,8,DUT,2022-11-30T16:52:15Z,2022-11-30T17:04:36Z,2022-11-30T16:52:18Z,2022-11-30T16:53:37Z,2022-11-30T16:56:31Z,2022-11-30T16:58:00Z,2022-11-30T16:59:35Z,2022-11-30T17:01:18Z,2022-11-30T17:04:23Z,2022-11-30T17:04:35Z,3,79,174,89,95,103,185,12,740,w4q73,100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",1,1,1,2,2,1,3,2,3,1,2,2,1,7,5,1,2,8,6,4,3,1,35,13,3,5,1,2,5,BE22,Hombre,F2F (presencial),30–44,6.538461538461538
CRON2W4e01,1,28.03.2024,20319,BE,0.64039016,1,4,4,1,2,5,5,3,4,4,4,1,4,4,4,4,3,3,3,3,3,3,3,1,1,1,1,3,3,2,1,66,4,5,4,4,4,4,3,3,3,3,5,5,5,5,5,1,1,1,3,2,2,1,2,2,1,2,2,1,3,1,5,5,5,5,5,2,5,NA,8,2,5,5,5,DUT,2022-11-24T12:18:25Z,2022-11-24T12:30:39Z,2022-11-24T12:18:33Z,2022-11-24T12:20:07Z,2022-11-24T12:22:40Z,2022-11-24T12:24:14Z,2022-11-24T12:25:46Z,2022-11-24T12:28:24Z,2022-11-24T12:30:36Z,2022-11-24T12:30:39Z,8,94,153,94,92,158,132,3,734,w4q73,100,1,"Mozilla/5.0 (Linux; Android 9; MRD-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Mobile Safari/537.36",1,1,1,2,1,2,3,2,3,1,2,1,2,3,8,6,1,2,5,7,4,2,59,13,3,5,1,2,3,BE21,Mujer,F2F (presencial),45–64,4.75
CRON2W4e01,1,28.03.2024,20329,BE,1.3225819,1,4,4,2,5,5,4,4,5,5,4,4,4,5,5,5,2,2,2,2,2,2,3,1,NA,2,2,3,3,3,1,66,3,0,4,4,5,5,3,5,2,5,5,0,5,4,5,1,1,2,3,2,3,1,1,2,2,2,2,1,2,1,0,0,0,10,10,0,0,0,5,0,0,0,0,FRE,2022-11-30T13:09:18Z,2022-11-30T13:24:05Z,2022-11-30T13:09:26Z,2022-11-30T13:11:03Z,2022-11-30T13:14:10Z,2022-11-30T13:16:32Z,2022-11-30T13:18:08Z,2022-11-30T13:21:08Z,2022-11-30T13:23:48Z,2022-11-30T13:24:05Z,8,97,187,142,96,180,160,17,887,w4q73,98.630135,1,"Mozilla/5.0 (Linux; Android 12; SAMSUNG SM-A528B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36",1,1,1,2,1,2,3,3,2,2,1,1,2,7,6,4,2,8,5,3,1,1,79,6,1,1,6,2,5,BE35,Hombre,F2F (presencial),65+,1.9230769230769231
